customer_id,cluster,business_segment,recency_days,frequency,monetary
C08659,4,Loyal Customers,107.0,7.0,460.68
C08660,0,At Risk,229.0,4.0,264.85
C08661,0,At Risk,77.0,4.0,251.47
C08662,3,Dormant / Low Value,261.0,2.0,39.84
C08663,1,Champions,8.0,15.0,1443.7099999999998
C08664,0,At Risk,80.0,4.0,198.2
C08665,2,Potential Loyalists,21.0,9.0,480.61
C08666,1,Champions,5.0,13.0,1598.65
C08667,4,Loyal Customers,97.0,11.0,732.23
C08668,0,At Risk,119.0,4.0,113.28
C08669,1,Champions,23.0,12.0,815.88
C08670,2,Potential Loyalists,8.0,3.0,61.64
C08671,0,At Risk,348.0,4.0,326.86
C08672,3,Dormant / Low Value,691.0,1.0,21.4
C08673,0,At Risk,173.0,5.0,120.04
C08674,0,At Risk,150.0,5.0,257.26
C08675,4,Loyal Customers,57.0,7.0,350.4
C08676,4,Loyal Customers,54.0,10.0,290.59
C08677,1,Champions,18.0,10.0,620.65
C08678,1,Champions,14.0,12.0,674.12
C08679,2,Potential Loyalists,22.0,8.0,368.12
C08680,2,Potential Loyalists,49.0,4.0,187.63
C08681,4,Loyal Customers,65.0,9.0,359.07
C08682,3,Dormant / Low Value,202.0,2.0,76.5
C08683,1,Champions,5.0,13.0,2959.97
C08684,0,At Risk,301.0,3.0,622.03
C08685,0,At Risk,126.0,3.0,165.94
C08686,0,At Risk,135.0,8.0,264.13
C08687,3,Dormant / Low Value,213.0,2.0,159.25
C08688,3,Dormant / Low Value,95.0,3.0,55.81
C08689,4,Loyal Customers,113.0,9.0,568.54
C08690,3,Dormant / Low Value,116.0,3.0,87.94
C08691,0,At Risk,81.0,6.0,333.04
C08692,-1,No Purchase,,0.0,0.0
C08693,-1,No Purchase,,0.0,0.0
C08694,4,Loyal Customers,189.0,12.0,521.38
C08695,4,Loyal Customers,102.0,6.0,2117.59
C08696,2,Potential Loyalists,18.0,6.0,579.8
C08697,0,At Risk,106.0,5.0,157.88
C08698,0,At Risk,195.0,3.0,404.0700000000001
C08699,3,Dormant / Low Value,402.0,2.0,112.19
C08700,0,At Risk,141.0,2.0,244.95
C08701,4,Loyal Customers,146.0,9.0,579.95
C08702,-1,No Purchase,,0.0,0.0
C08703,1,Champions,7.0,8.0,1364.49
C08704,4,Loyal Customers,118.0,8.0,482.65
C08705,0,At Risk,334.0,3.0,267.47
C08706,-1,No Purchase,,0.0,0.0
C08707,4,Loyal Customers,105.0,6.0,462.38
C08708,3,Dormant / Low Value,387.0,2.0,74.43
C08709,2,Potential Loyalists,1.0,6.0,508.9599999999999
C08710,4,Loyal Customers,44.0,12.0,1244.56
C08711,3,Dormant / Low Value,237.0,2.0,34.54
C08712,1,Champions,27.0,12.0,701.1
C08713,0,At Risk,203.0,4.0,146.32
C08714,2,Potential Loyalists,20.0,4.0,62.13
C08715,4,Loyal Customers,86.0,7.0,403.06
C08716,0,At Risk,531.0,3.0,197.77
C08717,3,Dormant / Low Value,306.0,2.0,20.34
C08718,3,Dormant / Low Value,55.0,1.0,116.15
C08719,0,At Risk,128.0,4.0,251.78
C08720,4,Loyal Customers,101.0,9.0,827.23
C08721,4,Loyal Customers,109.0,6.0,483.48
C08722,4,Loyal Customers,175.0,10.0,413.15
C08723,2,Potential Loyalists,45.0,9.0,174.56
C08724,0,At Risk,176.0,8.0,212.77
C08725,1,Champions,20.0,21.0,1544.21
C08726,-1,No Purchase,,0.0,0.0
C08727,2,Potential Loyalists,7.0,5.0,467.75
C08728,0,At Risk,338.0,6.0,147.01
C08729,2,Potential Loyalists,34.0,7.0,413.78
C08730,0,At Risk,103.0,4.0,324.6
C08731,4,Loyal Customers,43.0,7.0,491.3
C08732,0,At Risk,143.0,6.0,271.42
C08733,1,Champions,7.0,11.0,1368.4399999999998
C08734,1,Champions,5.0,10.0,756.79
C08735,2,Potential Loyalists,49.0,4.0,432.27
C08736,0,At Risk,122.0,5.0,342.01
C08737,0,At Risk,206.0,7.0,229.67
C08738,0,At Risk,119.0,3.0,248.88
C08739,2,Potential Loyalists,22.0,6.0,364.11
C08740,0,At Risk,196.0,5.0,137.95
C08741,4,Loyal Customers,29.0,9.0,498.5
C08742,3,Dormant / Low Value,486.0,1.0,36.34
C08743,4,Loyal Customers,98.0,11.0,1224.85
C08744,4,Loyal Customers,61.0,10.0,479.97
C08745,1,Champions,2.0,9.0,1000.3
C08746,4,Loyal Customers,60.0,12.0,608.97
C08747,1,Champions,11.0,15.0,891.53
C08748,2,Potential Loyalists,54.0,5.0,237.43
C08749,0,At Risk,101.0,7.0,299.39
C08750,1,Champions,34.0,10.0,2137.38
C08751,2,Potential Loyalists,8.0,4.0,386.95
C08752,2,Potential Loyalists,9.0,8.0,309.99
C08753,4,Loyal Customers,92.0,7.0,462.44
C08754,2,Potential Loyalists,27.0,4.0,395.82
C08755,3,Dormant / Low Value,655.0,1.0,24.07
C08756,2,Potential Loyalists,23.0,4.0,246.37
C08757,2,Potential Loyalists,23.0,6.0,161.12
C08758,4,Loyal Customers,47.0,7.0,405.28
C08759,3,Dormant / Low Value,97.0,1.0,13.1
C08760,0,At Risk,153.0,4.0,497.04
C08761,3,Dormant / Low Value,72.0,3.0,73.17
C08762,3,Dormant / Low Value,200.0,1.0,27.23
C08763,4,Loyal Customers,43.0,13.0,671.26
C08764,0,At Risk,156.0,5.0,578.28
C08765,0,At Risk,142.0,3.0,113.93
C08766,1,Champions,22.0,13.0,802.76
C08767,3,Dormant / Low Value,357.0,1.0,145.26
C08768,0,At Risk,72.0,5.0,445.06
C08769,0,At Risk,88.0,3.0,198.72
C08770,4,Loyal Customers,87.0,7.0,467.18
C08771,0,At Risk,106.0,3.0,186.79
C08772,0,At Risk,212.0,5.0,330.5
C08773,4,Loyal Customers,74.0,11.0,748.25
C08774,1,Champions,13.0,9.0,1079.52
C08775,2,Potential Loyalists,26.0,6.0,329.20000000000005
C08776,0,At Risk,170.0,7.0,354.78
C08777,4,Loyal Customers,89.0,14.0,947.67
C08778,1,Champions,43.0,21.0,1331.24
C08779,0,At Risk,343.0,4.0,622.4200000000001
C08780,4,Loyal Customers,131.0,8.0,428.67
C08781,0,At Risk,220.0,5.0,113.36
C08782,3,Dormant / Low Value,533.0,2.0,79.28999999999999
C08783,0,At Risk,97.0,3.0,121.88
C08784,4,Loyal Customers,85.0,6.0,652.53
C08785,3,Dormant / Low Value,208.0,2.0,124.26
C08786,4,Loyal Customers,191.0,6.0,1574.14
C08787,2,Potential Loyalists,22.0,8.0,393.51
C08788,1,Champions,4.0,10.0,429.14
C08789,1,Champions,45.0,16.0,1968.47
C08790,4,Loyal Customers,84.0,13.0,2080.88
C08791,1,Champions,20.0,18.0,1941.72
C08792,4,Loyal Customers,105.0,10.0,768.76
C08793,1,Champions,12.0,13.0,802.6
C08794,0,At Risk,112.0,4.0,116.46
C08795,0,At Risk,66.0,5.0,398.27
C08796,2,Potential Loyalists,15.0,6.0,954.16
C08797,0,At Risk,124.0,6.0,287.26
C08798,3,Dormant / Low Value,115.0,3.0,70.19
C08799,0,At Risk,171.0,5.0,168.66000000000005
C08800,0,At Risk,74.0,5.0,517.68
C08801,3,Dormant / Low Value,496.0,1.0,29.72
C08802,0,At Risk,126.0,3.0,139.07999999999998
C08803,0,At Risk,346.0,3.0,168.72
C08804,4,Loyal Customers,137.0,9.0,303.62
C08805,4,Loyal Customers,84.0,10.0,1553.85
C08806,4,Loyal Customers,100.0,7.0,536.0600000000001
C08807,1,Champions,8.0,7.0,1113.63
C08808,1,Champions,21.0,17.0,844.21
C08809,4,Loyal Customers,103.0,14.0,939.56
C08810,1,Champions,1.0,8.0,785.04
C08811,3,Dormant / Low Value,207.0,2.0,41.96
C08812,4,Loyal Customers,48.0,8.0,522.87
C08813,3,Dormant / Low Value,36.0,2.0,48.21
C08814,1,Champions,42.0,20.0,1428.57
C08815,0,At Risk,298.0,3.0,137.62
C08816,4,Loyal Customers,87.0,9.0,364.94
C08817,4,Loyal Customers,54.0,13.0,780.06
C08818,1,Champions,24.0,14.0,481.02
C08819,1,Champions,65.0,21.0,2108.55
C08820,0,At Risk,319.0,4.0,264.52
C08821,0,At Risk,207.0,4.0,91.54
C08822,1,Champions,8.0,9.0,1203.89
C08823,4,Loyal Customers,88.0,10.0,1560.36
C08824,1,Champions,13.0,13.0,833.1
C08825,4,Loyal Customers,75.0,14.0,1066.78
C08826,4,Loyal Customers,258.0,9.0,451.44
C08827,3,Dormant / Low Value,233.0,1.0,27.72
C08828,2,Potential Loyalists,28.0,3.0,363.94
C08829,3,Dormant / Low Value,424.0,1.0,133.52
C08830,0,At Risk,416.0,3.0,266.33000000000004
C08831,4,Loyal Customers,49.0,10.0,1814.34
C08832,2,Potential Loyalists,29.0,3.0,80.65
C08833,0,At Risk,290.0,4.0,409.92
C08834,4,Loyal Customers,109.0,10.0,653.81
C08835,0,At Risk,89.0,4.0,443.14
C08836,0,At Risk,191.0,5.0,349.84000000000003
C08837,2,Potential Loyalists,6.0,7.0,342.81
C08838,-1,No Purchase,,0.0,0.0
C08839,0,At Risk,84.0,6.0,129.96
C08840,4,Loyal Customers,56.0,7.0,399.99
C08841,-1,No Purchase,,0.0,0.0
C08842,0,At Risk,162.0,2.0,720.48
C08843,2,Potential Loyalists,23.0,4.0,1669.42
C08844,0,At Risk,352.0,5.0,438.22
C08845,0,At Risk,150.0,4.0,214.56
C08846,1,Champions,16.0,11.0,926.53
C08847,2,Potential Loyalists,63.0,7.0,242.47
C08848,4,Loyal Customers,115.0,12.0,729.09
C08849,3,Dormant / Low Value,285.0,1.0,90.3
C08850,2,Potential Loyalists,52.0,5.0,569.28
C08851,3,Dormant / Low Value,353.0,2.0,119.62
C08852,0,At Risk,60.0,3.0,447.74
C08853,3,Dormant / Low Value,132.0,2.0,74.65
C08854,1,Champions,24.0,9.0,683.72
C08855,3,Dormant / Low Value,334.0,2.0,73.67999999999999
C08856,1,Champions,5.0,28.0,2268.64
C08857,3,Dormant / Low Value,703.0,1.0,22.8
C08858,3,Dormant / Low Value,110.0,3.0,80.48
C08859,0,At Risk,214.0,3.0,111.46
C08860,0,At Risk,118.0,3.0,123.13
C08861,4,Loyal Customers,94.0,7.0,1519.7600000000002
C08862,1,Champions,1.0,13.0,1491.18
C08863,0,At Risk,119.0,5.0,194.88
C08864,2,Potential Loyalists,37.0,3.0,254.97
C08865,4,Loyal Customers,101.0,8.0,475.5799999999999
C08866,0,At Risk,152.0,5.0,541.19
C08867,1,Champions,18.0,13.0,911.69
C08868,4,Loyal Customers,45.0,10.0,375.44
C08869,2,Potential Loyalists,20.0,6.0,268.35
C08870,0,At Risk,222.0,3.0,177.32
C08871,4,Loyal Customers,169.0,18.0,1976.33
C08872,0,At Risk,279.0,3.0,187.41
C08873,4,Loyal Customers,40.0,12.0,832.53
C08874,3,Dormant / Low Value,235.0,2.0,60.05
C08875,2,Potential Loyalists,26.0,5.0,518.81
C08876,1,Champions,21.0,11.0,715.94
C08877,0,At Risk,234.0,4.0,235.79
C08878,2,Potential Loyalists,41.0,2.0,219.71
C08879,2,Potential Loyalists,41.0,6.0,330.99
C08880,4,Loyal Customers,175.0,9.0,565.04
C08881,1,Champions,32.0,18.0,1700.08
C08882,0,At Risk,119.0,3.0,106.05
C08883,0,At Risk,264.0,3.0,354.07
C08884,4,Loyal Customers,97.0,8.0,959.6
C08885,2,Potential Loyalists,58.0,5.0,329.32
C08886,0,At Risk,281.0,3.0,227.92
C08887,4,Loyal Customers,81.0,8.0,928.0
C08888,4,Loyal Customers,64.0,15.0,1121.43
C08889,0,At Risk,332.0,5.0,253.43
C08890,0,At Risk,100.0,6.0,249.65
C08891,4,Loyal Customers,119.0,10.0,611.21
C08892,4,Loyal Customers,125.0,13.0,1301.49
C08893,0,At Risk,207.0,2.0,176.25
C08894,4,Loyal Customers,54.0,11.0,1410.87
C08895,2,Potential Loyalists,23.0,4.0,282.79
C08896,3,Dormant / Low Value,257.0,1.0,90.34
C08897,0,At Risk,151.0,5.0,282.19
C08898,4,Loyal Customers,56.0,9.0,721.43
C08899,0,At Risk,121.0,4.0,271.19
C08900,3,Dormant / Low Value,489.0,2.0,93.25
C08901,1,Champions,14.0,22.0,1639.25
C08902,2,Potential Loyalists,8.0,8.0,300.74
C08903,0,At Risk,110.0,6.0,238.15
C08904,1,Champions,17.0,14.0,747.98
C08905,3,Dormant / Low Value,457.0,2.0,75.92999999999999
C08906,0,At Risk,181.0,6.0,504.21
C08907,0,At Risk,149.0,5.0,195.23
C08908,2,Potential Loyalists,49.0,6.0,334.3
C08909,2,Potential Loyalists,41.0,7.0,435.9
C08910,4,Loyal Customers,56.0,10.0,254.43
C08911,4,Loyal Customers,120.0,7.0,1513.26
C08912,2,Potential Loyalists,7.0,6.0,316.4
C08913,0,At Risk,145.0,5.0,216.98
C08914,0,At Risk,155.0,5.0,380.78
C08915,2,Potential Loyalists,22.0,5.0,286.95
C08916,2,Potential Loyalists,32.0,6.0,227.7
C08917,2,Potential Loyalists,7.0,4.0,452.59
C08918,1,Champions,7.0,16.0,1715.33
C08919,2,Potential Loyalists,10.0,7.0,650.23
C08920,0,At Risk,117.0,6.0,371.57
C08921,1,Champions,4.0,14.0,539.4300000000001
C08922,-1,No Purchase,,0.0,0.0
C08923,4,Loyal Customers,97.0,8.0,932.57
C08924,4,Loyal Customers,110.0,7.0,457.04
C08925,2,Potential Loyalists,15.0,5.0,743.42
C08926,0,At Risk,306.0,5.0,298.44
C08927,-1,No Purchase,,0.0,0.0
C08928,4,Loyal Customers,55.0,10.0,456.05
C08929,4,Loyal Customers,114.0,9.0,548.53
C08930,4,Loyal Customers,75.0,6.0,1491.79
C08931,4,Loyal Customers,56.0,5.0,793.81
C08932,0,At Risk,425.0,6.0,355.19
C08933,0,At Risk,70.0,3.0,122.0
C08934,1,Champions,16.0,11.0,726.99
C08935,0,At Risk,150.0,3.0,159.45000000000002
C08936,3,Dormant / Low Value,410.0,3.0,72.22999999999999
C08937,-1,No Purchase,,0.0,0.0
C08938,0,At Risk,138.0,8.0,233.33
C08939,4,Loyal Customers,51.0,13.0,1227.1
C08940,3,Dormant / Low Value,342.0,1.0,30.83
C08941,3,Dormant / Low Value,622.0,2.0,62.71
C08942,3,Dormant / Low Value,575.0,2.0,78.81
C08943,2,Potential Loyalists,41.0,7.0,325.68
C08944,4,Loyal Customers,146.0,9.0,425.37
C08945,1,Champions,19.0,16.0,1082.76
C08946,3,Dormant / Low Value,125.0,3.0,77.93
C08947,4,Loyal Customers,161.0,10.0,725.88
C08948,4,Loyal Customers,175.0,12.0,1073.67
C08949,0,At Risk,175.0,3.0,179.94
C08950,3,Dormant / Low Value,150.0,3.0,61.190000000000005
C08951,0,At Risk,110.0,6.0,188.18
C08952,4,Loyal Customers,28.0,8.0,724.56
C08953,0,At Risk,121.0,3.0,434.38
C08954,0,At Risk,125.0,4.0,116.66
C08955,2,Potential Loyalists,10.0,5.0,467.11
C08956,4,Loyal Customers,42.0,13.0,936.7
C08957,4,Loyal Customers,193.0,11.0,1013.26
C08958,0,At Risk,126.0,4.0,200.95
C08959,2,Potential Loyalists,3.0,5.0,408.41
C08960,3,Dormant / Low Value,329.0,1.0,33.3
C08961,0,At Risk,64.0,3.0,193.54
C08962,4,Loyal Customers,168.0,8.0,459.85
C08963,4,Loyal Customers,50.0,12.0,1021.64
C08964,4,Loyal Customers,141.0,7.0,711.83
C08965,0,At Risk,181.0,4.0,403.45
C08966,2,Potential Loyalists,5.0,4.0,205.4
C08967,2,Potential Loyalists,28.0,8.0,333.64
C08968,1,Champions,9.0,17.0,1168.75
C08969,2,Potential Loyalists,5.0,4.0,297.96
C08970,1,Champions,27.0,17.0,836.38
C08971,0,At Risk,140.0,4.0,212.53
C08972,4,Loyal Customers,80.0,11.0,1482.6
C08973,3,Dormant / Low Value,62.0,2.0,106.3
C08974,3,Dormant / Low Value,87.0,3.0,80.19
C08975,0,At Risk,214.0,4.0,341.06
C08976,4,Loyal Customers,96.0,6.0,1625.68
C08977,1,Champions,6.0,21.0,1758.93
C08978,0,At Risk,59.0,4.0,453.62
C08979,4,Loyal Customers,70.0,10.0,1052.3
C08980,0,At Risk,356.0,4.0,107.56
C08981,0,At Risk,82.0,6.0,245.98
C08982,4,Loyal Customers,377.0,7.0,1607.95
C08983,1,Champions,9.0,15.0,1577.61
C08984,4,Loyal Customers,140.0,9.0,425.89
C08985,0,At Risk,215.0,7.0,366.8
C08986,0,At Risk,61.0,4.0,192.24
C08987,3,Dormant / Low Value,517.0,1.0,133.37
C08988,3,Dormant / Low Value,311.0,1.0,75.32
C08989,4,Loyal Customers,69.0,6.0,508.43
C08990,1,Champions,4.0,18.0,1214.33
C08991,3,Dormant / Low Value,183.0,2.0,156.99
C08992,0,At Risk,178.0,4.0,145.1
C08993,2,Potential Loyalists,33.0,6.0,382.61
C08994,4,Loyal Customers,58.0,8.0,353.08
C08995,1,Champions,9.0,22.0,1147.54
C08996,4,Loyal Customers,71.0,10.0,460.63
C08997,4,Loyal Customers,136.0,10.0,878.12
C08998,-1,No Purchase,,0.0,0.0
C08999,0,At Risk,226.0,6.0,269.83
C09000,4,Loyal Customers,47.0,16.0,889.48
C09001,2,Potential Loyalists,21.0,2.0,159.45
C09002,2,Potential Loyalists,17.0,2.0,72.13
C09003,0,At Risk,67.0,2.0,145.1
C09004,3,Dormant / Low Value,138.0,2.0,50.91
C09005,4,Loyal Customers,76.0,8.0,384.61
C09006,3,Dormant / Low Value,441.0,1.0,34.1
C09007,2,Potential Loyalists,28.0,8.0,227.62
C09008,1,Champions,32.0,12.0,619.8
C09009,3,Dormant / Low Value,150.0,1.0,133.8
C09010,3,Dormant / Low Value,401.0,2.0,130.88
C09011,1,Champions,25.0,10.0,823.23
C09012,1,Champions,13.0,24.0,3715.14
C09013,2,Potential Loyalists,31.0,6.0,333.82
C09014,-1,No Purchase,,0.0,0.0
C09015,4,Loyal Customers,88.0,12.0,642.5699999999999
C09016,1,Champions,32.0,12.0,1223.73
C09017,0,At Risk,163.0,7.0,341.38
C09018,4,Loyal Customers,40.0,11.0,1018.18
C09019,2,Potential Loyalists,16.0,8.0,571.85
C09020,0,At Risk,205.0,5.0,744.86
C09021,3,Dormant / Low Value,410.0,1.0,43.98
C09022,1,Champions,33.0,18.0,1603.25
C09023,2,Potential Loyalists,30.0,5.0,219.74
C09024,1,Champions,5.0,15.0,868.46
C09025,2,Potential Loyalists,14.0,5.0,155.52
C09026,2,Potential Loyalists,5.0,4.0,174.76
C09027,1,Champions,12.0,12.0,1043.04
C09028,0,At Risk,245.0,5.0,411.84
C09029,-1,No Purchase,,0.0,0.0
C09030,4,Loyal Customers,269.0,8.0,559.28
C09031,1,Champions,19.0,14.0,941.44
C09032,1,Champions,26.0,11.0,644.05
C09033,1,Champions,18.0,13.0,1435.62
C09034,4,Loyal Customers,45.0,8.0,417.12
C09035,3,Dormant / Low Value,596.0,1.0,54.38
C09036,1,Champions,10.0,12.0,874.52
C09037,0,At Risk,209.0,5.0,367.14
C09038,4,Loyal Customers,95.0,12.0,791.98
C09039,3,Dormant / Low Value,643.0,1.0,16.16
C09040,0,At Risk,102.0,6.0,365.95
C09041,0,At Risk,89.0,5.0,436.87
C09042,2,Potential Loyalists,15.0,9.0,424.35
C09043,4,Loyal Customers,135.0,10.0,1307.31
C09044,0,At Risk,133.0,3.0,136.11
C09045,3,Dormant / Low Value,30.0,1.0,6.15
C09046,3,Dormant / Low Value,497.0,1.0,55.34
C09047,0,At Risk,125.0,6.0,142.66
C09048,-1,No Purchase,,0.0,0.0
C09049,0,At Risk,87.0,4.0,325.72
C09050,0,At Risk,217.0,5.0,192.35
C09051,4,Loyal Customers,117.0,9.0,355.75
C09052,1,Champions,26.0,18.0,1229.52
C09053,4,Loyal Customers,107.0,7.0,462.92
C09054,1,Champions,36.0,14.0,979.78
C09055,1,Champions,30.0,15.0,735.62
C09056,1,Champions,16.0,10.0,398.11
C09057,0,At Risk,138.0,6.0,195.62
C09058,3,Dormant / Low Value,522.0,1.0,29.94
C09059,2,Potential Loyalists,22.0,7.0,276.67
C09060,4,Loyal Customers,80.0,16.0,860.05
C09061,1,Champions,23.0,15.0,1175.06
C09062,4,Loyal Customers,77.0,7.0,452.41
C09063,4,Loyal Customers,77.0,8.0,829.53
C09064,3,Dormant / Low Value,112.0,3.0,70.11000000000001
C09065,0,At Risk,273.0,6.0,501.08
C09066,1,Champions,6.0,12.0,703.55
C09067,4,Loyal Customers,58.0,8.0,249.95
C09068,1,Champions,25.0,12.0,1357.52
C09069,1,Champions,11.0,11.0,1296.91
C09070,3,Dormant / Low Value,573.0,1.0,18.91
C09071,4,Loyal Customers,97.0,8.0,396.8
C09072,0,At Risk,347.0,5.0,225.96
C09073,4,Loyal Customers,74.0,14.0,604.0
C09074,4,Loyal Customers,253.0,9.0,940.56
C09075,0,At Risk,88.0,4.0,114.26
C09076,0,At Risk,116.0,4.0,134.38
C09077,0,At Risk,70.0,6.0,243.18
C09078,4,Loyal Customers,80.0,6.0,625.52
C09079,4,Loyal Customers,64.0,7.0,386.51
C09080,4,Loyal Customers,64.0,6.0,2084.83
C09081,2,Potential Loyalists,40.0,4.0,339.89
C09082,1,Champions,10.0,9.0,656.82
C09083,0,At Risk,106.0,4.0,261.11
C09084,3,Dormant / Low Value,95.0,2.0,21.82
C09085,4,Loyal Customers,195.0,6.0,678.07
C09086,0,At Risk,86.0,4.0,198.28
C09087,4,Loyal Customers,162.0,9.0,389.4
C09088,4,Loyal Customers,102.0,8.0,269.45
C09089,4,Loyal Customers,103.0,8.0,602.71
C09090,0,At Risk,164.0,4.0,190.9
C09091,4,Loyal Customers,149.0,9.0,645.7
C09092,3,Dormant / Low Value,222.0,4.0,47.57
C09093,0,At Risk,206.0,4.0,472.26
C09094,3,Dormant / Low Value,272.0,2.0,68.38
C09095,4,Loyal Customers,162.0,8.0,411.34
C09096,4,Loyal Customers,60.0,7.0,935.49
C09097,0,At Risk,59.0,5.0,215.77
C09098,2,Potential Loyalists,5.0,6.0,393.79
C09099,3,Dormant / Low Value,295.0,2.0,51.27
C09100,1,Champions,15.0,7.0,874.76
C09101,0,At Risk,208.0,3.0,327.1
C09102,0,At Risk,223.0,7.0,404.42
C09103,4,Loyal Customers,60.0,6.0,478.49
C09104,1,Champions,33.0,13.0,1020.05
C09105,4,Loyal Customers,172.0,11.0,490.07
C09106,0,At Risk,385.0,4.0,356.67
C09107,4,Loyal Customers,40.0,11.0,681.75
C09108,4,Loyal Customers,65.0,10.0,1228.09
C09109,2,Potential Loyalists,38.0,7.0,358.48
C09110,3,Dormant / Low Value,230.0,2.0,78.34
C09111,4,Loyal Customers,106.0,8.0,440.05
C09112,0,At Risk,416.0,3.0,182.89
C09113,1,Champions,8.0,10.0,724.9
C09114,2,Potential Loyalists,44.0,5.0,267.33
C09115,1,Champions,35.0,16.0,681.4
C09116,0,At Risk,305.0,2.0,582.29
C09117,1,Champions,3.0,11.0,1053.53
C09118,4,Loyal Customers,76.0,9.0,598.52
C09119,4,Loyal Customers,62.0,13.0,1328.47
C09120,0,At Risk,144.0,4.0,228.26
C09121,3,Dormant / Low Value,141.0,1.0,135.97
C09122,1,Champions,11.0,19.0,1092.93
C09123,0,At Risk,123.0,3.0,438.96
C09124,1,Champions,22.0,13.0,835.01
C09125,-1,No Purchase,,0.0,0.0
C09126,0,At Risk,468.0,2.0,257.07
C09127,0,At Risk,123.0,6.0,424.14
C09128,0,At Risk,382.0,3.0,184.5
C09129,2,Potential Loyalists,19.0,7.0,517.5699999999999
C09130,2,Potential Loyalists,34.0,4.0,252.63
C09131,1,Champions,16.0,10.0,610.5
C09132,0,At Risk,81.0,6.0,252.39
C09133,2,Potential Loyalists,11.0,8.0,413.16
C09134,4,Loyal Customers,74.0,4.0,1957.92
C09135,4,Loyal Customers,51.0,13.0,1175.52
C09136,0,At Risk,76.0,6.0,333.64
C09137,0,At Risk,208.0,5.0,470.22
C09138,0,At Risk,289.0,6.0,260.81
C09139,0,At Risk,130.0,7.0,361.9
C09140,4,Loyal Customers,84.0,11.0,615.27
C09141,4,Loyal Customers,58.0,14.0,1629.04
C09142,3,Dormant / Low Value,129.0,3.0,50.95
C09143,4,Loyal Customers,35.0,10.0,624.49
C09144,0,At Risk,66.0,4.0,231.2
C09145,4,Loyal Customers,105.0,12.0,547.05
C09146,2,Potential Loyalists,50.0,4.0,148.9
C09147,0,At Risk,230.0,4.0,162.42
C09148,4,Loyal Customers,76.0,11.0,728.65
C09149,3,Dormant / Low Value,132.0,1.0,45.62
C09150,4,Loyal Customers,114.0,8.0,1020.26
C09151,0,At Risk,148.0,6.0,524.71
C09152,4,Loyal Customers,214.0,10.0,554.65
C09153,3,Dormant / Low Value,604.0,1.0,43.47
C09154,4,Loyal Customers,43.0,6.0,1210.1
C09155,1,Champions,15.0,18.0,1733.14
C09156,1,Champions,16.0,7.0,1709.54
C09157,0,At Risk,65.0,4.0,109.72
C09158,3,Dormant / Low Value,673.0,1.0,28.96
C09159,2,Potential Loyalists,20.0,7.0,230.31
C09160,4,Loyal Customers,97.0,8.0,616.95
C09161,1,Champions,38.0,15.0,877.6800000000001
C09162,2,Potential Loyalists,26.0,7.0,562.68
C09163,0,At Risk,105.0,4.0,434.62
C09164,0,At Risk,74.0,5.0,443.67
C09165,0,At Risk,89.0,4.0,391.54
C09166,2,Potential Loyalists,43.0,5.0,497.09
C09167,0,At Risk,276.0,5.0,173.05
C09168,4,Loyal Customers,364.0,6.0,3366.62
C09169,0,At Risk,280.0,3.0,378.68
C09170,2,Potential Loyalists,21.0,4.0,403.21
C09171,4,Loyal Customers,73.0,9.0,666.43
C09172,0,At Risk,149.0,6.0,351.14
C09173,2,Potential Loyalists,13.0,4.0,72.44999999999999
C09174,1,Champions,28.0,19.0,794.5
C09175,-1,No Purchase,,0.0,0.0
C09176,4,Loyal Customers,120.0,9.0,882.2199999999999
C09177,0,At Risk,164.0,4.0,1113.61
C09178,4,Loyal Customers,74.0,10.0,583.53
C09179,0,At Risk,142.0,4.0,117.5
C09180,0,At Risk,171.0,4.0,121.27
C09181,3,Dormant / Low Value,349.0,2.0,97.33
C09182,4,Loyal Customers,41.0,11.0,1346.3
C09183,-1,No Purchase,,0.0,0.0
C09184,4,Loyal Customers,94.0,12.0,445.11
C09185,3,Dormant / Low Value,190.0,2.0,61.79
C09186,4,Loyal Customers,44.0,13.0,761.26
C09187,4,Loyal Customers,126.0,12.0,715.27
C09188,4,Loyal Customers,32.0,10.0,441.53
C09189,4,Loyal Customers,158.0,11.0,692.98
C09190,0,At Risk,228.0,6.0,475.47
C09191,0,At Risk,266.0,3.0,766.26
C09192,4,Loyal Customers,70.0,11.0,1116.69
C09193,3,Dormant / Low Value,90.0,3.0,81.57
C09194,0,At Risk,105.0,6.0,252.6
C09195,3,Dormant / Low Value,361.0,2.0,93.46
C09196,1,Champions,37.0,11.0,1421.17
C09197,3,Dormant / Low Value,120.0,1.0,129.3
C09198,0,At Risk,68.0,5.0,182.28
C09199,4,Loyal Customers,103.0,8.0,636.14
C09200,3,Dormant / Low Value,229.0,3.0,108.15
C09201,-1,No Purchase,,0.0,0.0
C09202,3,Dormant / Low Value,227.0,1.0,75.32
C09203,2,Potential Loyalists,35.0,9.0,311.34000000000003
C09204,0,At Risk,238.0,4.0,396.25
C09205,0,At Risk,86.0,7.0,244.27
C09206,4,Loyal Customers,205.0,8.0,450.93
C09207,4,Loyal Customers,119.0,7.0,448.94
C09208,3,Dormant / Low Value,432.0,2.0,75.78999999999999
C09209,4,Loyal Customers,151.0,7.0,511.12
C09210,1,Champions,45.0,19.0,1450.07
C09211,0,At Risk,267.0,6.0,513.29
C09212,2,Potential Loyalists,42.0,5.0,183.7
